"rental_id","durasi_sewa_aktual","jatah_durasi_film","denda_yang_dibayar"
4058,3,7,2.99
4059,3,6,0.99
4060,6,6,2.99
4061,3,6,0.99
4062,2,3,0.99
4063,7,4,5.99
4064,7,6,5.99
4065,5,3,2.99
4066,3,7,0.99
4067,9,6,3.99
4068,4,6,4.99
4069,3,3,0.99
4070,1,3,2.99
4071,6,5,5.99
4072,5,6,0.99
4073,3,6,0.99
4074,5,7,0.99
4075,2,4,2.99
4076,6,6,4.99
4077,2,5,0.99
4078,3,4,4.99
4079,9,5,6.99
4080,4,4,0.99
4081,5,6,2.99
4082,5,7,2.99
4083,1,4,2.99
4084,8,4,8.99
4085,5,6,0.99
4086,5,4,3.99
4087,9,3,6.99
4088,8,6,2.99
4089,9,3,6.99
4090,1,4,4.99
4091,7,3,6.99
4092,9,4,7.99
4093,5,5,4.99
4094,3,7,2.99
4095,8,7,5.99
4096,1,3,4.99
4097,4,3,3.99
4098,7,5,4.99
4099,9,5,4.99
4100,8,6,6.99
4101,5,7,0.99
4102,4,4,0.99
4103,5,6,2.99
4104,6,3,5.99
4105,2,7,0.99
4106,6,5,1.99
4107,7,3,4.99
4108,1,4,4.99
4109,3,6,4.99
4110,5,3,4.99
4111,6,4,6.99
4112,9,3,8.99
4113,5,5,4.99
4114,8,6,2.99
4115,7,3,8.99
4116,4,5,4.99
4117,9,5,8.99
4118,1,7,2.99
4119,6,5,3.99
4120,9,7,4.99
4121,6,5,3.99
4122,7,5,6.99
4123,3,7,0.99
4124,4,3,1.99
4125,8,3,9.99
4126,8,7,1.99
4127,7,6,5.99
4128,7,3,8.99
4129,7,6,1.99
4130,4,4,0.99
4131,1,3,4.99
4132,3,4,4.99
4133,9,7,6.99
4134,2,4,0.99
4135,4,7,0.99
4136,3,4,2.99
4137,4,3,3.99
4138,7,7,0.99
4139,7,6,1.99
4140,7,7,2.99
4141,4,3,3.99
4142,1,6,2.99
4143,6,7,0.99
4144,9,6,3.99
4145,9,4,9.99
4146,5,5,0.99
4147,5,7,2.99
4148,2,6,2.99
4149,3,4,2.99
4150,1,5,2.99
4151,4,6,0.99
4152,7,3,4.99
4153,4,3,5.99
4154,7,6,3.99
4155,6,3,7.99
4156,5,7,4.99
4157,1,3,2.99
4158,2,6,0.99
4159,2,3,4.99
4160,8,3,7.99
4161,8,6,2.99
4162,8,4,4.99
4163,3,7,0.99
4164,7,6,1.99
4165,8,4,6.99
4166,9,3,8.99
4167,9,6,5.99
4168,2,4,4.99
4169,4,3,1.99
4170,6,4,2.99
4171,7,3,4.99
4172,4,6,4.99
4173,3,4,2.99
4174,4,6,2.99
4175,3,4,2.99
4176,9,5,4.99
4177,8,4,8.99
4178,5,7,4.99
4179,3,4,2.99
4180,3,5,4.99
4181,6,6,4.99
4182,1,6,0.99
4183,8,4,8.99
4184,7,4,3.99
4185,6,3,5.99
4186,8,3,9.99
4187,4,6,0.99
4188,9,6,5.99
4189,7,3,8.99
4190,4,7,2.99
4191,4,3,3.99
4192,6,3,5.99
4193,2,7,0.99
4194,8,7,5.99
4195,7,7,2.99
4196,7,5,2.99
4197,3,4,0.99
4198,9,5,6.99
4199,4,3,5.99
4200,4,5,4.99
4201,9,5,8.99
4202,9,4,5.99
4203,4,5,0.99
4204,8,7,5.99
4205,4,5,4.99
4206,7,5,2.99
4207,7,6,5.99
4208,2,6,0.99
4209,3,7,2.99
4210,9,7,2.99
4211,2,4,0.99
4212,2,5,4.99
4213,6,6,2.99
4214,1,6,4.99
4215,4,4,2.99
4216,1,7,0.99
4217,4,3,3.99
4218,8,5,7.99
4219,4,6,2.99
4220,3,4,4.99
4221,5,6,0.99
4222,4,5,4.99
4223,3,4,0.99
4224,3,3,0.99
4225,5,6,0.99
4226,2,4,4.99
4227,8,7,5.99
4228,5,4,1.99
4229,6,7,4.99
4230,8,7,3.99
4231,6,3,7.99
4232,8,5,5.99
4233,6,5,5.99
4234,8,6,6.99
4235,3,4,2.99
4236,1,7,4.99
4237,8,7,5.99
4238,3,6,2.99
4239,6,3,7.99
4240,6,6,4.99
4241,5,6,4.99
4242,5,3,6.99
4243,5,5,4.99
4244,2,3,2.99
4245,3,4,4.99
4246,2,6,2.99
4247,3,6,0.99
4248,7,3,6.99
4249,3,7,4.99
4250,6,6,0.99
4251,9,3,8.99
4252,2,4,2.99
4253,9,4,5.99
4254,5,5,0.99
4255,5,4,1.99
4256,3,3,2.99
4257,1,5,4.99
4258,9,7,6.99
4259,4,7,4.99
4260,1,3,4.99
4261,6,6,4.99
4262,7,5,6.99
4263,6,3,3.99
4264,1,6,4.99
4265,5,6,0.99
4266,1,4,4.99
4267,4,7,0.99
4268,9,5,8.99
4269,2,5,0.99
4270,3,4,0.99
4271,8,6,6.99
4272,6,3,3.99
4273,6,7,4.99
4274,6,7,4.99
4275,8,6,2.99
4276,2,6,2.99
4277,2,4,2.99
4278,6,4,2.99
4279,1,5,4.99
4280,6,3,3.99
4281,1,6,4.99
4282,4,5,2.99
4283,4,4,2.99
4284,2,4,0.99
4285,8,4,8.99
4286,4,4,0.99
4287,9,5,8.99
4288,6,7,4.99
4289,2,7,0.99
4290,8,4,4.99
4291,3,5,2.99
4292,8,3,7.99
4293,3,6,4.99
4294,8,3,9.99
4295,6,7,2.99
4296,1,7,0.99
4297,6,6,0.99
4298,5,6,2.99
4299,9,6,3.99
4300,3,5,4.99
4301,4,5,2.99
4302,9,7,6.99
4303,7,6,1.99
4304,5,7,0.99
4305,1,5,4.99
4306,9,7,2.99
4307,9,5,6.99
4308,4,3,5.99
4309,7,6,5.99
4310,5,5,2.99
4311,4,4,4.99
4312,2,3,4.99
4313,6,6,0.99
4314,2,7,0.99
4315,2,5,2.99
4316,7,3,4.99
4317,1,3,2.99
4318,7,4,5.99
4319,3,4,0.99
4320,6,3,3.99
4321,4,7,4.99
4322,7,7,2.99
4323,6,5,5.99
4324,6,7,4.99
4325,9,4,7.99
4326,9,3,10.99
4327,5,3,2.99
4328,7,7,4.99
4329,8,7,5.99
4330,7,4,3.99
4331,6,7,4.99
4332,9,3,6.99
4333,1,5,2.99
4334,1,7,0.99
4335,4,5,4.99
4336,3,4,2.99
4337,7,4,5.99
4338,5,3,4.99
4339,1,5,4.99
4340,9,7,2.99
4341,8,3,7.99
4342,2,4,0.99
4343,5,5,0.99
4344,5,6,4.99
4345,8,3,7.99
4346,3,3,2.99
4347,7,6,3.99
4348,2,6,0.99
4349,2,6,0.99
4350,2,4,2.99
4351,7,7,4.99
4352,9,4,9.99
4353,6,6,4.99
4354,8,5,5.99
4355,2,5,4.99
4356,9,3,8.99
4357,5,4,1.99
4358,7,5,4.99
4359,2,5,2.99
4360,3,6,2.99
4361,5,3,2.99
4362,7,4,5.99
4363,6,3,5.99
4364,1,3,4.99
4365,1,4,2.99
4366,7,4,5.99
4367,6,7,2.99
4368,2,6,4.99
4369,6,6,4.99
4370,9,4,7.99
4371,1,6,4.99
4372,2,5,0.99
4373,5,6,4.99
4374,4,7,4.99
4375,9,4,9.99
4376,4,5,2.99
4377,9,6,7.99
4378,5,3,2.99
4379,4,7,2.99
4380,7,6,5.99
4381,3,4,2.99
4382,7,3,4.99
4383,10,3,11.99
4384,9,5,4.99
4385,4,6,0.99
4386,3,3,0.99
4387,9,3,8.99
4388,9,6,7.99
4389,6,4,6.99
4390,2,6,0.99
4391,2,5,2.99
4392,6,7,2.99
4393,2,3,4.99
4394,9,7,2.99
4395,1,5,0.99
4396,3,4,0.99
4397,6,3,5.99
4398,3,3,4.99
4399,5,6,2.99
4400,9,6,7.99
4401,5,6,0.99
4402,1,4,0.99
4403,2,3,4.99
4404,6,6,2.99
4405,8,6,6.99
4406,8,7,1.99
4407,4,4,2.99
4408,4,4,2.99
4409,4,3,3.99
4410,2,4,0.99
4411,7,6,3.99
4412,4,6,4.99
4413,3,4,2.99
4414,5,7,2.99
4415,6,6,4.99
4416,2,3,0.99
4417,2,4,2.99
4418,4,7,2.99
4419,8,7,5.99
4420,5,6,4.99
4421,9,4,9.99
4422,3,5,2.99
4423,7,5,6.99
4424,4,6,0.99
4425,1,5,2.99
4426,9,7,4.99
4427,4,4,0.99
4428,4,6,4.99
4429,8,4,4.99
4430,7,3,4.99
4431,9,7,6.99
4432,8,7,1.99
4433,9,6,3.99
4434,2,6,2.99
4435,7,6,3.99
4436,3,7,0.99
4437,6,5,3.99
4438,9,3,6.99
4439,3,4,2.99
4440,1,6,0.99
4441,6,5,5.99
4442,6,3,3.99
4443,9,5,6.99
4444,7,6,5.99
4445,9,5,4.99
4446,6,7,2.99
4447,7,7,0.99
4448,6,6,2.99
4449,8,3,5.99
4450,6,6,4.99
4451,3,5,0.99
4452,7,4,7.99
4453,5,6,0.99
4454,4,6,2.99
4455,1,6,2.99
4456,6,5,5.99
4457,2,3,0.99
4458,2,7,2.99
4459,6,4,4.99
4460,2,3,0.99
4461,9,4,9.99
4462,7,3,6.99
4463,8,6,2.99
4464,0,6,4.99
4465,5,4,1.99
4466,9,3,6.99
4467,1,6,0.99
4468,4,6,0.99
4469,4,7,4.99
4470,2,5,2.99
4471,3,6,2.99
4472,8,3,7.99
4473,1,3,2.99
4474,4,3,3.99
4475,1,5,2.99
4476,0,7,4.99
4477,5,3,6.99
4478,3,3,0.99
4479,1,5,2.99
4480,2,3,4.99
4481,3,3,2.99
4482,3,6,4.99
4483,9,5,8.99
4484,8,5,5.99
4485,8,6,4.99
4486,8,4,8.99
4487,8,3,7.99
4488,5,5,0.99
4489,1,3,4.99
4490,1,3,2.99
4491,3,6,0.99
4492,2,4,2.99
4493,1,4,0.99
4494,8,5,5.99
4495,2,5,2.99
4496,0,5,4.99
4497,7,3,4.99
4498,4,7,2.99
4499,2,5,2.99
4500,7,7,4.99
4501,2,6,0.99
4502,7,3,6.99
4503,5,4,3.99
4504,4,5,0.99
4505,6,5,1.99
4506,5,3,6.99
4507,6,4,6.99
4508,8,4,4.99
4509,6,3,3.99
4510,9,4,5.99
4511,7,7,0.99
4512,2,3,0.99
4513,6,5,1.99
4514,7,7,4.99
4515,2,6,4.99
4516,6,4,4.99
4517,4,7,4.99
4518,5,5,2.99
4519,4,5,2.99
4520,0,6,4.99
4521,3,4,0.99
4522,2,3,2.99
4523,9,7,6.99
4524,1,3,2.99
4525,3,7,2.99
4526,6,5,5.99
4527,7,4,3.99
4528,1,4,2.99
4529,8,5,7.99
4530,3,5,4.99
4531,2,5,4.99
4532,3,3,0.99
4533,2,4,0.99
4534,8,6,4.99
4535,5,7,0.99
4536,7,6,3.99
4537,5,7,2.99
4538,7,5,2.99
4539,6,6,0.99
4540,5,5,4.99
4541,5,3,4.99
4542,8,4,4.99
4543,4,5,4.99
4544,1,6,0.99
4545,5,3,2.99
4546,9,3,8.99
4547,1,7,0.99
4548,6,6,4.99
4549,2,5,4.99
4550,6,7,4.99
4551,9,6,7.99
4552,6,7,2.99
4553,1,4,0.99
4554,8,3,5.99
4555,9,3,6.99
4556,8,3,9.99
4557,6,5,5.99
4558,1,7,2.99
4559,4,6,0.99
4560,2,5,4.99
4561,3,5,0.99
4562,4,4,4.99
4563,8,3,9.99
4564,3,3,0.99
4565,9,6,3.99
4566,7,7,2.99
4567,2,5,4.99
4568,1,3,4.99
4569,6,3,5.99
4570,6,6,2.99
4571,9,4,9.99
4572,4,3,1.99
4573,7,5,6.99
4574,0,6,4.99
4575,3,5,2.99
4576,2,5,0.99
4577,8,7,3.99
4578,2,5,0.99
4579,5,7,4.99
4580,7,3,8.99
4581,8,4,6.99
4582,6,7,2.99
4583,4,3,1.99
4584,3,5,0.99
4585,9,6,7.99
4586,5,5,2.99
4587,5,6,4.99
4588,2,7,2.99
4589,1,4,0.99
4590,6,3,3.99
4591,9,6,3.99
4592,2,4,2.99
4593,8,7,5.99
4594,8,3,7.99
4595,6,6,2.99
4596,6,5,1.99
4597,5,4,5.99
4598,8,4,6.99
4599,3,7,4.99
4600,7,6,5.99
4601,1,3,2.99
4602,2,6,0.99
4603,9,7,6.99
4604,6,3,3.99
4605,8,6,4.99
4606,8,6,2.99
4607,3,4,0.99
4608,3,6,2.99
4609,2,7,0.99
4610,6,6,0.99
4611,4,3,5.99
4612,4,3,1.99
4613,1,6,0.99
4614,4,6,4.99
4615,8,4,8.99
4616,2,6,4.99
4617,9,7,4.99
4618,6,4,2.99
4619,8,3,9.99
4620,8,5,5.99
4621,4,4,2.99
4622,2,7,0.99
4623,4,4,0.99
4624,7,5,2.99
4625,1,3,4.99
4626,2,6,4.99
4627,5,7,2.99
4628,2,6,4.99
4629,9,5,6.99
4630,1,5,4.99
4631,3,7,4.99
4632,7,6,5.99
4633,7,7,0.99
4634,4,6,0.99
4635,6,3,3.99
4636,2,6,4.99
4637,3,5,0.99
4638,2,3,2.99
4639,6,3,5.99
4640,7,5,6.99
4641,9,3,6.99
4642,2,6,2.99
4643,2,5,0.99
4644,2,4,4.99
4645,1,7,2.99
4646,8,4,8.99
4647,8,5,3.99
4648,5,3,6.99
4649,7,3,4.99
4650,7,3,4.99
4651,1,5,0.99
4652,8,3,5.99
4653,9,5,4.99
4654,9,7,6.99
4655,7,3,8.99
4656,5,4,5.99
4657,1,7,4.99
4658,2,6,0.99
4659,6,6,2.99
4660,3,3,0.99
4661,3,3,4.99
4662,2,4,0.99
4663,2,4,2.99
4664,4,5,0.99
4665,6,5,3.99
4666,8,3,9.99
4667,6,7,2.99
4668,9,3,10.99
4669,8,7,5.99
4670,8,3,5.99
4671,6,4,4.99
4672,8,5,3.99
4673,9,5,4.99
4674,4,6,2.99
4675,6,7,2.99
4676,2,4,4.99
4677,6,5,5.99
4678,5,5,0.99
4679,7,7,2.99
4680,6,6,2.99
4681,8,6,6.99
4682,3,5,2.99
4683,1,4,2.99
4684,9,4,9.99
4685,4,5,4.99
4686,2,3,0.99
4687,2,6,4.99
4688,9,6,5.99
4689,8,6,4.99
4690,7,6,1.99
4691,1,7,0.99
4692,1,6,2.99
4693,6,4,6.99
4694,4,5,0.99
4695,9,3,8.99
4696,6,5,5.99
4697,4,6,2.99
4698,5,5,0.99
4699,6,7,0.99
4700,4,7,0.99
4701,5,5,4.99
4702,2,5,4.99
4703,5,5,2.99
4704,2,3,0.99
4705,4,4,2.99
4706,9,5,4.99
4707,2,6,4.99
4708,9,3,10.99
4709,7,5,2.99
4710,5,6,2.99
4711,4,6,2.99
4712,9,3,6.99
4713,8,3,5.99
4714,9,7,6.99
4715,2,3,0.99
4716,3,5,0.99
4717,3,3,4.99
4718,9,5,6.99
4719,7,5,2.99
4720,1,4,0.99
4721,7,4,7.99
4722,1,7,4.99
4723,9,4,9.99
4724,6,5,3.99
4725,7,5,4.99
4726,9,3,6.99
4727,9,6,7.99
4728,5,4,3.99
4729,2,5,4.99
4730,6,6,2.99
4731,1,3,0.99
4732,6,3,5.99
4733,5,3,2.99
4734,2,5,0.99
4735,5,7,0.99
4736,9,7,4.99
4737,4,4,4.99
4738,9,4,9.99
4739,3,5,4.99
4740,6,6,2.99
4741,9,3,6.99
4742,3,7,0.99
4743,3,6,2.99
4744,4,4,0.99
4745,4,4,2.99
4746,3,3,2.99
4747,4,3,5.99
4748,7,7,0.99
4749,2,5,4.99
4750,5,7,0.99
4751,5,5,2.99
4752,4,3,5.99
4753,1,5,0.99
4754,3,7,0.99
4755,2,6,0.99
4756,4,3,1.99
4757,4,6,0.99
4758,5,5,0.99
4759,9,6,7.99
4760,2,7,0.99
4761,6,5,5.99
4762,4,6,4.99
4763,7,7,0.99
4764,9,5,8.99
4765,5,7,4.99
4766,7,6,3.99
4767,5,3,2.99
4768,1,7,4.99
4769,1,4,2.99
4770,6,4,2.99
4771,2,6,2.99
4772,9,6,7.99
4773,5,6,2.99
4774,8,5,3.99
4775,3,4,2.99
4776,9,6,5.99
4777,8,7,3.99
4778,4,6,0.99
4779,7,3,4.99
4780,5,4,1.99
4781,8,4,4.99
4782,9,7,4.99
4783,8,5,3.99
4784,1,6,0.99
4785,3,6,0.99
4786,8,5,7.99
4787,6,3,5.99
4788,3,5,4.99
4789,7,5,4.99
4790,3,4,4.99
4791,6,3,7.99
4792,2,3,0.99
4793,7,6,3.99
4794,9,3,8.99
4795,1,5,0.99
4796,5,4,1.99
4797,1,3,2.99
4798,8,7,3.99
4799,4,6,0.99
4800,5,7,4.99
4801,5,6,2.99
4802,7,5,4.99
4803,6,5,1.99
4804,2,6,0.99
4805,1,5,2.99
4806,7,3,8.99
4807,8,4,8.99
4808,4,3,3.99
4809,9,7,2.99
4810,1,6,4.99
4811,4,3,5.99
4812,9,3,8.99
4813,1,6,4.99
4814,9,5,4.99
4815,9,3,8.99
4816,3,6,0.99
4817,1,4,2.99
4818,6,3,3.99
4819,8,3,5.99
4820,9,4,5.99
4821,3,4,4.99
4822,6,3,7.99
4823,3,6,4.99
4824,8,5,7.99
4825,3,4,4.99
4826,8,5,7.99
4827,3,3,4.99
4828,3,5,4.99
4829,3,6,2.99
4830,9,4,7.99
4831,4,4,0.99
4832,2,6,2.99
4833,5,4,1.99
4834,6,3,3.99
4835,9,4,5.99
4836,7,4,3.99
4837,3,7,0.99
4838,9,3,6.99
4839,7,6,3.99
4840,8,4,8.99
4841,3,3,0.99
4842,2,3,0.99
4843,7,7,0.99
4844,1,6,4.99
4845,1,6,4.99
4846,2,5,0.99
4847,7,5,6.99
4848,4,4,2.99
4849,6,4,6.99
4850,5,4,5.99
4851,4,3,1.99
4852,7,4,7.99
4853,4,4,2.99
4854,5,3,2.99
4855,3,5,4.99
4856,5,5,4.99
4857,3,4,2.99
4858,9,3,6.99
4859,5,7,4.99
4860,9,5,8.99
4861,8,4,8.99
4862,9,6,3.99
4863,3,6,0.99
4864,9,3,6.99
4865,5,6,2.99
4866,7,3,8.99
4867,1,3,0.99
4868,6,6,4.99
4869,7,5,4.99
4870,4,6,2.99
4871,5,3,6.99
4872,2,5,4.99
4873,3,4,0.99
4874,5,7,4.99
4875,3,3,2.99
4876,6,5,1.99
4877,7,3,4.99
4878,9,3,6.99
4879,1,3,2.99
4880,5,3,6.99
4881,1,5,0.99
4882,8,4,6.99
4883,2,4,0.99
4884,7,4,7.99
4885,4,4,4.99
4886,1,5,4.99
4887,7,7,2.99
4888,2,7,0.99
4889,5,6,2.99
4890,6,6,2.99
4891,8,5,3.99
4892,6,4,6.99
4893,7,5,4.99
4894,3,7,2.99
4895,4,3,1.99
4896,2,7,2.99
4897,1,4,0.99
4898,7,5,6.99
4899,2,5,0.99
4900,1,3,4.99
4901,2,5,2.99
4902,5,3,4.99
4903,5,6,0.99
4904,10,5,7.99
4905,4,4,4.99
4906,7,6,5.99
4907,5,6,4.99
4908,9,6,5.99
4909,2,4,0.99
4910,10,7,7.99
4911,7,6,5.99
4912,10,3,9.99
4913,10,6,8.99
4914,9,5,6.99
4915,5,7,2.99
4916,6,4,6.99
4917,1,7,2.99
4918,3,3,2.99
4919,3,5,0.99
4920,7,4,7.99
4921,2,4,4.99
4922,2,7,2.99
4923,9,6,3.99
4924,8,3,9.99
4925,6,5,3.99
4926,10,6,8.99
4927,6,6,0.99
4928,1,6,0.99
4929,9,4,5.99
4930,7,5,4.99
4931,9,6,7.99
4932,7,7,2.99
4933,5,6,2.99
4934,2,7,0.99
4935,4,7,0.99
4936,7,6,3.99
4937,7,6,5.99
4938,6,6,0.99
4939,9,6,7.99
4940,7,3,8.99
4941,7,6,3.99
4942,7,6,1.99
4943,7,3,4.99
4944,9,3,6.99
4945,3,5,2.99
4946,8,5,7.99
4947,9,4,5.99
4948,9,3,6.99
4949,3,6,4.99
4950,1,5,2.99
4951,8,6,4.99
4952,1,3,0.99
4953,3,3,2.99
4954,6,7,2.99
4955,6,4,2.99
4956,10,7,7.99
4957,1,5,0.99
4958,9,5,8.99
4959,2,3,0.99
4960,10,4,10.99
4961,6,7,4.99
4962,7,7,4.99
4963,4,6,4.99
4964,1,7,2.99
4965,7,6,5.99
4966,6,6,0.99
4967,7,6,3.99
4968,6,3,5.99
4969,4,6,0.99
4970,8,4,8.99
4971,8,3,5.99
4972,8,6,2.99
4973,6,6,4.99
4974,4,5,4.99
4975,5,3,2.99
4976,1,4,4.99
4977,1,3,0.99
4978,9,4,7.99
4979,3,5,4.99
4980,5,3,6.99
4981,7,3,4.99
4982,6,6,2.99
4983,8,3,9.99
4984,8,5,3.99
4985,5,3,4.99
4986,0,5,2.99
4987,5,4,5.99
4988,7,4,7.99
4989,8,5,3.99
4990,1,6,0.99
4991,4,5,4.99
4992,7,7,4.99
4993,2,5,2.99
4994,0,7,2.99
4995,4,5,2.99
4996,7,7,0.99
4997,9,5,6.99
4998,1,5,4.99
4999,8,6,4.99
5000,5,5,4.99
5001,7,6,1.99
5002,6,7,4.99
5003,1,3,0.99
5004,0,4,4.99
5005,5,4,3.99
5006,9,5,4.99
5007,3,6,0.99
5008,2,4,2.99
5009,9,6,5.99
5010,5,6,4.99
5011,2,4,4.99
5012,3,4,2.99
5013,7,7,2.99
5014,1,3,4.99
5015,3,6,2.99
5016,0,4,4.99
5017,5,3,2.99
5018,1,3,2.99
5019,6,6,2.99
5020,0,6,0.99
5021,4,5,4.99
5022,8,6,2.99
5023,6,3,5.99
5024,3,5,4.99
5025,3,5,4.99
5026,4,7,2.99
5027,7,7,2.99
5028,5,4,5.99
5029,8,5,7.99
5030,8,6,4.99
5031,5,4,5.99
5032,1,3,0.99
5033,5,4,1.99
5034,2,6,4.99
5035,7,5,2.99
5036,8,5,5.99
5037,6,4,4.99
5038,8,3,7.99
5039,7,4,7.99
5040,8,5,7.99
5041,4,7,0.99
5042,6,7,2.99
5043,4,3,1.99
5044,2,7,0.99
5045,9,7,4.99
5046,8,5,3.99
5047,6,5,3.99
5048,6,6,0.99
5049,2,4,0.99
5050,1,7,2.99
5051,7,3,4.99
5052,3,7,2.99
5053,0,6,4.99
5054,9,6,7.99
5055,5,4,1.99
5056,1,6,2.99
5057,5,5,4.99
5058,9,4,5.99
5059,6,5,1.99
5060,3,4,4.99
5061,3,7,0.99
5062,1,5,2.99
5063,4,7,2.99
5064,9,3,6.99
5065,3,5,0.99
5066,3,4,2.99
5067,2,3,4.99
5068,4,7,2.99
5069,4,3,1.99
5070,0,3,4.99
5071,0,6,0.99
5072,9,6,3.99
5073,6,6,0.99
5074,3,6,0.99
5075,3,7,0.99
5076,7,6,3.99
5077,8,7,3.99
5078,4,3,1.99
5079,8,3,9.99
5080,2,5,2.99
5081,4,7,4.99
5082,1,7,4.99
5083,2,5,4.99
5084,8,5,7.99
5085,4,7,4.99
5086,7,7,4.99
5087,1,7,0.99
5088,6,7,4.99
5089,6,7,4.99
5090,2,4,0.99
5091,1,5,2.99
5092,3,6,2.99
5093,1,5,0.99
5094,9,3,10.99
5095,2,7,4.99
5096,5,3,2.99
5097,1,3,4.99
5098,1,5,4.99
5099,3,6,4.99
5100,1,4,2.99
5101,2,5,0.99
5102,7,6,3.99
5103,1,7,4.99
5104,5,5,0.99
5105,8,6,2.99
5106,4,6,2.99
5107,1,4,4.99
5108,8,3,9.99
5109,5,5,4.99
5110,3,6,2.99
5111,1,7,0.99
5112,4,4,2.99
5113,4,6,0.99
5114,6,3,3.99
5115,7,5,6.99
5116,5,7,2.99
5117,6,4,2.99
5118,9,4,5.99
5119,9,5,6.99
5120,5,4,5.99
5121,6,3,3.99
5122,7,4,3.99
5123,5,7,0.99
5124,6,6,4.99
5125,3,7,2.99
5126,9,5,6.99
5127,4,7,0.99
5128,7,6,1.99
5129,5,6,2.99
5130,4,7,4.99
5131,1,7,0.99
5132,7,6,5.99
5133,3,3,0.99
5134,7,5,6.99
5135,7,3,8.99
5136,2,5,0.99
5137,3,3,0.99
5138,3,5,4.99
5139,9,6,7.99
5140,2,3,4.99
5141,9,3,8.99
5142,4,6,4.99
5143,9,5,4.99
5144,9,4,7.99
5145,1,6,0.99
5146,2,3,2.99
5147,9,4,5.99
5148,9,7,6.99
5149,7,7,2.99
5150,7,6,3.99
5151,1,3,2.99
5152,1,3,2.99
5153,9,5,6.99
5154,5,7,2.99
5155,5,7,2.99
5156,6,5,1.99
5157,3,5,2.99
5158,1,5,2.99
5159,1,3,4.99
5160,9,5,4.99
5161,9,3,6.99
5162,8,6,4.99
5163,8,6,4.99
5164,5,4,3.99
5165,5,6,0.99
5166,7,7,2.99
5167,5,4,1.99
5168,2,3,4.99
5169,1,4,2.99
5170,9,6,3.99
5171,1,7,4.99
5172,4,6,2.99
5173,6,3,7.99
5174,6,6,0.99
5175,6,3,3.99
5176,8,5,5.99
5177,4,3,1.99
5178,9,7,4.99
5179,2,5,2.99
5180,3,4,2.99
5181,8,6,6.99
5182,7,5,6.99
5183,7,5,4.99
5184,5,5,4.99
5185,1,7,2.99
5186,4,4,4.99
5187,5,4,1.99
5188,4,7,4.99
5189,5,5,2.99
5190,9,7,2.99
5191,1,3,0.99
5192,1,5,4.99
5193,3,5,2.99
5194,6,4,2.99
5195,9,5,8.99
5196,4,5,0.99
5197,7,3,4.99
5198,4,6,2.99
5199,1,5,4.99
5200,4,7,2.99
5201,7,6,1.99
5202,6,4,2.99
5203,6,7,2.99
5204,3,3,2.99
5205,4,4,2.99
5206,8,5,7.99
5207,8,5,3.99
5208,1,7,2.99
5209,8,4,8.99
5210,2,4,4.99
5211,7,7,0.99
5212,6,4,6.99
5213,9,4,7.99
5214,8,5,5.99
5215,9,6,3.99
5216,3,5,0.99
5217,8,3,5.99
5218,4,7,0.99
5219,6,3,5.99
5220,6,4,4.99
5221,7,6,5.99
5222,4,3,5.99
5223,8,4,4.99
5224,8,5,5.99
5225,3,6,2.99
5226,2,6,0.99
5227,9,5,4.99
5228,5,3,4.99
5229,5,3,4.99
5230,4,4,2.99
5231,1,5,0.99
5232,5,4,1.99
5233,6,6,4.99
5234,8,7,5.99
5235,9,3,6.99
5236,4,7,0.99
5237,2,5,0.99
5238,1,6,4.99
5239,1,7,4.99
5240,1,6,0.99
5241,2,3,4.99
5242,9,6,3.99
5243,7,6,3.99
5244,5,6,4.99
5245,3,4,4.99
5246,4,6,4.99
5247,3,6,2.99
5248,3,6,2.99
5249,2,6,0.99
5250,4,6,0.99
5251,6,6,0.99
5252,5,6,0.99
5253,8,3,7.99
5254,4,3,1.99
5255,8,3,5.99
5256,6,3,7.99
5257,1,6,0.99
5258,2,6,0.99
5259,2,5,4.99
5260,5,7,2.99
5261,2,7,4.99
5262,3,3,4.99
5263,3,3,0.99
5264,3,3,0.99
5265,9,6,7.99
5266,7,4,3.99
5267,6,3,5.99
5268,3,4,0.99
5269,8,6,2.99
5270,4,7,2.99
5271,7,3,6.99
5272,3,5,0.99
5273,5,5,2.99
5274,5,3,6.99
5275,4,5,4.99
5276,3,6,2.99
5277,7,6,1.99
5278,6,6,4.99
5279,8,6,2.99
5280,3,5,0.99
5281,4,3,1.99
5282,4,6,2.99
5283,8,6,2.99
5284,7,7,2.99
5285,7,5,2.99
5286,1,4,2.99
5287,7,5,6.99
5288,7,6,1.99
5289,3,5,0.99
5290,2,5,4.99
5291,6,4,2.99
5292,2,4,2.99
5293,2,4,0.99
5294,6,4,6.99
5295,1,4,0.99
5296,6,4,2.99
5297,5,3,2.99
5298,9,3,10.99
5299,6,3,3.99
5300,6,6,2.99
5301,7,6,3.99
5302,1,5,4.99
5303,6,6,2.99
5304,5,4,5.99
5305,9,3,8.99
5306,6,3,5.99
5307,8,3,9.99
5308,6,6,0.99
5309,8,4,4.99
5310,3,3,0.99
5311,9,7,4.99
5312,4,3,5.99
5313,8,7,3.99
5314,1,6,2.99
5315,5,5,4.99
5316,2,6,4.99
5317,9,6,7.99
5318,5,5,2.99
5319,9,3,8.99
5320,9,7,4.99
5321,6,7,2.99
5322,9,3,6.99
5323,4,5,0.99
5324,6,4,2.99
5325,1,6,0.99
5326,4,6,4.99
